ra	dc
204.687	-9.85622
115.825	28.8739
251.786	-45.8409
207.602	68.5458
270.97	-24.3512
305.119	43.855
305.119	43.8555
274.715	-14.9841
274.715	-14.9841
255.703	-48.7907
253.559	-41.8314
303.266	-56.9092
246.185	-27.5497
129.45	48.4836
303.304	-56.8733
303.259	-56.9074
272.114	-36.9812
272.12	-36.9801
187.713	12.4005
187.711	12.4021
187.706	12.404
187.691	12.3925
187.695	12.3832
187.697	12.3814
187.701	12.3796
204.338	-29.8938
50.4141	16.8655
50.414	16.8655
331.765	-27.8127
32.0856	11.0043
266.372	-28.8555
284.037	1.22768
32.0856	11.0043
32.0856	11.0043
202.875	-8.214
202.922	-8.2671
202.968	-8.31857
203.014	-8.36866
204.45	-9.67605
204.488	-9.70675
204.526	-9.73714
204.564	-9.76696
204.603	-9.7965
204.643	-9.82548
204.404	-9.6368
206.418	-11.271
206.463	-11.3165
206.508	-11.3608
206.553	-11.4038
205.172	-10.234
205.214	-10.2783
205.255	-10.3211
205.296	-10.363
205.337	-10.4038
36.7173	62.2683
287.693	7.60371
255.525	-29.9552
207.754	-12.3292
207.8	-12.3722
207.859	-12.4247
209.111	-13.3491
209.16	-13.3932
209.209	-13.436
261.889	-30.8234
83.8656	-69.2677
148.882	69.0651
148.882	69.0651
36.7018	62.264
167.965	-61.3085
214.987	-17.2886
215.041	-17.3282
215.095	-17.3669
333.694	13.7752
345.392	-38.9407
287.573	9.08267
194.658	-1.79616
194.658	-1.79619
194.658	-1.79624
333.639	13.9256
287.957	4.98738
148.971	69.6779
267.867	-29.5924
266.415	-29.0123
110.101	-31.4267
267.866	-29.5921
213.845	52.136
204.602	-19.7162
204.602	-19.7161
110.105	-31.4259
257.944	-39.5533
125.788	-42.6981
31.7234	15.2945
219.878	-60.8345
219.893	-60.8374
219.884	-60.8305
23.4631	30.6557
23.4591	30.6643
23.555	30.8008
23.5561	30.8012
23.3888	30.8154
23.3895	30.8157
23.2842	30.6696
23.2884	30.6781
23.3633	30.5276
23.3642	30.528
23.527	30.5074
23.533	30.5137
23.6398	30.6501
23.6356	30.6415
36.0187	-4.204
214.104	52.3295
333.7	13.9039
34.1795	-17.7513
36.0307	-4.20891
321.736	-13.4392
165.325	-77.5457
98.2737	10.3226
241.74	-27.7206
278.339	-4.96532
325.783	66.1143
328.144	47.2273
161.2	-59.7317
275.123	-16.1837
274.803	-20.7882
80.7089	33.4727
80.7089	33.4727
80.7055	33.464
66.767	26.0954
155.984	-57.7612
155.987	-57.7597
82.3366	0.686501
86.5591	-0.10237
86.5515	-0.104816
86.5547	-0.0967686
83.6863	-5.56355
83.6849	-5.56304
83.6842	-5.56211
83.6869	-5.55949
275.122	-16.1831
275.122	-16.1831
275.387	-16.2031
209.436	-39.9801
209.429	-39.7172
209.081	-39.7133
209.081	-39.98
230.439	52.371
164.813	51.4153
173.276	-54.3262
276.126	-29.7793
36.1614	89.2351
134.863	-43.7529
252.174	-69.0311
313.697	-58.4578
52.26	31.3527
52.26	31.3528
301.809	27.4759
120.135	29.2116
314.413	-44.1322
104.651	-28.9717
307.356	40.1879
165.461	-34.7061
180.024	-78.195
198.233	18.1687
274.051	49.8716
121.598	15.4628
301.312	32.3553
141.663	36.4022
238.221	32.0292
22.4167	38.7048
262.989	-33.8356
262.989	-33.8356
270.382	-20.5249
7.25894	59.5714
259.604	-40.489
259.6	-40.4877
269.338	-30.7299
321.947	56.9367
20.7845	61.8551
93.7372	12.3463
154.791	-58.043
161.478	-59.9539
288.798	10.9438
288.798	10.9438
288.798	10.9438
40.1382	61.2257
288.913	10.6894
282.201	-1.51121
269.026	-34.2076
261.66	-28.2969
268.784	-31.1607
287.959	4.98569
287.959	4.98583
287.959	4.98595
287.959	4.98603
308.108	40.956
266.308	-28.9345
266.309	-28.9343
266.309	-28.9343
266.309	-28.9343
266.309	-28.9341
287.706	-59.9765
267.406	-28.3562
274.434	-33.02
274.434	-33.0201
274.433	-33.0202
274.433	-33.0206
266.539	-27.9551
264.978	-28.4912
255.24	-46.184
255.688	-36.4227
256.434	-36.4249
274.007	-14.0349
274.004	-14.0375
251.451	-45.6119
251.449	-45.6132
275.914	-30.3462
275.917	-30.3457
250.235	-53.7507
250.23	-53.7534
264.741	-44.4515
264.74	-44.4458
266.419	-29.0037
266.419	-29.0038
266.42	-29.0044
266.416	-29.0124
266.415	-29.0122
266.415	-29.012
266.414	-29.012
266.414	-29.0118
277.116	-23.7983
277.116	-23.7983
287.113	0.170972
287.111	0.167694
274.656	-17.0488
145.693	70.04
209.251	-64.4891
293.058	10.9904
281.229	-2.91685
281.204	-2.96787
272.461	-19.7323
147.016	31.9323
83.866	-69.2718
83.867	-69.2677
210.443	-61.3868
277.123	-11.7556
283.16	0.670275
171.15	-59.2646
171.147	-59.2667
171.147	-59.2667
171.144	-59.2704
328.702	16.8892
328.703	16.8891
244.382	-50.9296
273.368	-17.8712
281.594	-2.96187
240.246	-51.5714
273.932	-16.8796
274.213	-16.3613
350.862	58.8122
336.466	65.5942
258.519	-38.1803
8.5581	-1.02432
216.096	-2.03379
185.935	37.5065
158.561	43.9019
165.579	2.47633
313.391	-6.60646
239.268	38.5847
214.934	11.5387
140.794	27.9147
156.746	36.677
211.726	52.8858
246.359	45.9637
229.728	35.9269
168.059	-61.0568
231.21	-56.4248
267.185	-27.1692
286.811	9.32357
272.162	-20.4122
262.678	-21.446
262.668	-21.5126
262.677	-21.446
262.668	-21.5125
262.668	-21.5125
279.427	-6.9097
272.56	-19.3643
258.646	-38.5274
145.151	-21.973
26.5971	61.752
251.79	-45.8722
251.79	-45.8721
251.79	-45.8719
185.746	15.799
139.338	41.911
345.29	58.8826
286.808	9.32659
280.318	-4.9547
162.532	-59.8908
162.528	-59.8913
162.526	-59.8899
162.528	-59.8873
23.223	-9.87573
151.18	48.0344
211.838	2.59826
189.529	53.4322
321.256	-8.22286
190.662	-11.3218
21.1999	9.54068
162.815	27.9741
178.303	60.6765
179.481	55.4525
179.852	50.9614
180.36	61.8938
184.28	7.6239
189.355	74.1898
202.545	46.6702
207.311	60.1888
226.357	2.09947
255.21	23.009
356.087	9.93254
327.682	-5.74956
221.794	9.35462
137.563	-9.92691
137.292	-9.92819
137.022	-9.9283
137.563	-9.66021
137.022	-9.66119
137.563	-9.39496
137.292	-9.39503
137.02	-9.3978
123.223	40.3182
20.9217	0.741568
140.056	45.5332
195.368	-0.968259
190.903	-2.53379
166.594	3.96352
134.001	37.2299
230.482	52.0437
153.694	43.0072
135.137	42.2642
166.542	64.0008
219.648	43.2479
263.466	54.0104
117.73	42.8723
131.007	5.06428
188.954	59.1725
189.173	65.9096
150.373	54.9126
32.4606	-0.0867569
145.51	4.37782
320.875	-0.846659
215.349	46.5529
120.927	30.3824
207.688	57.2767
211.946	64.9035
20.4846	14.8083
147.558	58.0287
113.761	26.9877
14.5946	26.8684
340.125	3.35633
340.127	3.36004
340.127	3.36015
340.127	3.36016
340.127	3.36035
340.126	3.36046
340.124	3.35783
340.124	3.35695
340.125	3.35661
340.125	3.35637
240.642	1.9624
146.91	7.4163
175.069	17.7281
22.3536	-52.5554
54.4437	-71.0598
98.028	-35.6318
46.2298	-27.509
313.538	-69.037
86.8089	-45.4861
19.9822	-41.2338
49.4301	-57.4453
321.514	-44.1898
323.313	-42.9078
323.608	-42.4999
26.124	17.0993
54.7022	15.5471
138.979	44.3348
229.526	42.743
242.919	52.4594
349.591	-4.41736
219.412	-15.0057
135.105	39.067
333.519	-17.9405
36.3211	-4.55175
194.049	-5.78877
53.3992	-36.1396
53.3993	-36.1395
53.3993	-36.1394
53.3991	-36.1399
53.3991	-36.1398
53.3992	-36.1398
329.707	-30.245
147.148	43.3825
358.341	-0.476336
186.484	0.592535
217.833	39.8771
239.139	35.3008
210.25	2.84208
210.281	2.90913
151.797	5.53526
240.53	38.1278
168.32	9.24463
140.044	49.9016
222.179	4.40214
316.989	-6.33808
114.419	38.7385
11.3664	14.6397
331.191	0.529906
235.617	66.4273
148.885	69.0671
148.883	69.0664
148.883	69.0656
148.882	69.065
148.883	69.0645
148.884	69.0638
148.886	69.0634
148.888	69.0632
148.889	69.0632
148.891	69.0635
56.7081	68.0926
209.269	19.319
209.27	19.3189
29.8119	-40.6598
186.328	20.1024
223.05	43.0171
253.246	2.403
253.246	2.40295
17.2119	13.3085
200.313	42.6017
172.966	-12.5342
172.967	-12.534
172.963	-12.5339
172.967	-12.5317
172.967	-12.5317
166.64	-18.3588
166.641	-18.3575
166.638	-18.3585
166.641	-18.3555
166.641	-18.3557
63.2279	10.5964
63.2284	10.3387
197.887	-1.28919
21.2881	8.67969
241.082	43.1707
241.044	43.3759
351.323	-12.1052
74.2016	-45.7417
103.3	69.3467
167.627	28.697
165.212	10.5788
181.649	28.2035
167.438	21.7814
200.088	33.1477
155.538	38.527
176.871	55.7369
201.028	13.9807
172.498	36.6497
173.742	49.0583
136.892	16.6838
350.985	16.7571
263.247	43.7783
44.5981	-52.6908
50.4628	-51.2783
51.8239	-53.4871
53.8203	-53.7022
55.1422	-45.6775
56.5333	-57.046
67.316	-53.8183
170.47	56.7875
170.482	57.0396
170.024	56.7897
170.024	57.0398
169.566	56.7898
169.554	57.0377
169.108	56.7911
169.108	57.0409
168.65	56.7923
168.638	57.0375
168.193	56.7924
168.192	57.0405
167.722	56.7876
167.734	57.04
317.703	21.5141
49.4208	-44.4097
0.727921	-35.7667
0.762904	-35.917
338.836	-25.9409
338.856	-25.972
69.1179	-2.83417
0.358075	13.1084
219.102	33.8866
218.669	33.8867
218.241	33.8855
217.814	33.884
217.381	33.8852
216.954	33.8849
216.523	33.8842
216.523	33.476
216.954	33.4766
217.381	33.4779
217.813	33.4779
219.093	35.496
218.664	35.4929
218.233	35.4971
217.805	35.492
217.847	34.2263
216.528	33.9236
216.859	33.9319
217.19	33.9392
217.522	33.9456
217.853	33.9511
217.373	35.4965
216.944	35.4937
216.515	35.494
219.095	34.6783
218.665	34.6797
218.233	34.6806
217.805	34.6799
217.372	34.68
216.946	34.6809
216.518	34.6801
218.243	33.4772
218.672	33.4762
218.242	33.0701
217.814	33.0697
217.383	33.0711
216.954	33.0698
8.80743	-43.3568
8.43674	-43.3584
8.96051	-43.6157
8.65736	-43.6168
8.3364	-43.6009
223.209	58.0421
222.925	58.1431
222.603	58.2354
270.286	-25.0755
270.386	-20.5251
270.382	-20.5246
275.918	-30.3456
38.1675	61.4552
266.202	-28.8377
266.278	-29.1221
266.091	-29.0211
266.471	-29.2253
266.159	-29.2907
265.966	-29.1873
266.353	-29.382
265.847	-29.3557
265.923	-29.6284
265.728	-29.5119
266.63	-28.6148
266.437	-28.4999
266.829	-28.7206
266.32	-28.6689
266.71	-28.8782
286.829	5.83599
306.903	41.286
263.456	-31.2224
150.49	72.1496
268.198	29.8328
139.997	1.02156
214.553	7.5797
335.606	36.2301
304.156	-70.7953
324.104	-54.5895
359.752	-55.4592
28.2715	-13.7299
16.9474	-17.5089
10.6824	41.2592
11.0545	41.4399
10.6877	41.2788
56.4228	68.0879
348.684	4.5119
183.555	54.5227
13.7931	-37.6446
161.965	12.6013
161.946	12.5643
161.948	12.5629
161.965	12.601
185.01	29.2879
185.025	29.2636
185.046	29.2887
185.01	29.2729
185.021	29.2972
5.01678	59.2793
185.656	15.5657
168.639	12.7838
158.048	27.6995
211.294	53.632
160.878	24.9594
44.9094	25.2718
187.726	11.4479
26.9473	27.4592
163.121	36.5822
183.771	20.6491
179.697	30.3981
156.255	17.1294
33.4881	27.9063
107.56	44.4947
188.649	7.12635
190.456	41.3096
179.145	48.3653
183.864	9.54977
350.537	40.8821
162.826	32.73
181.467	47.5058
36.7975	33.5472
189.845	-0.498908
180.98	31.9174
184.362	29.5989
184.919	29.6057
185.57	29.1948
187.023	28.6109
38.0847	35.4591
120.442	50.7698
37.6857	37.1018
168.952	41.627
61.1019	-2.15294
39.7834	40.8473
191.298	27.1569
295.71	45.3265
40.1274	19.2602
231.922	64.7484
347.742	29.6097
185.573	7.17535
278.621	70.5471
356.006	26.049
189.005	19.3483
165.301	3.59478
2.18764	15.8526
188.265	32.1273
185.897	6.91927
315.933	29.8927
39.086	38.9409
193.821	0.149315
39.7955	30.1171
74.3982	68.3328
178.174	-2.43698
10.689	41.2567
10.6897	41.2812
10.6864	41.2817
10.6778	41.2806
10.6693	41.2737
169.589	58.7672
170.288	3.25291
195.376	-4.52754
20.0215	3.43508
59.3647	-46.2085
124.832	50.0053
190.388	41.1528
192.297	3.38944
199.73	-21.039
214.948	56.7271
44.2233	58.9146
40.4846	59.6082
204.986	-31.6278
204.985	-31.6524
13.3823	-72.4422
12.6792	-73.2738
266.9	-28.9942
267.093	-29.096
267.286	-29.1975
267.48	-29.2987
267.674	-29.3997
267.868	-29.5004
266.783	-29.1626
266.976	-29.2647
267.17	-29.3663
267.364	-29.4678
267.558	-29.5689
267.753	-29.6697
214.11	52.3351
23.3633	30.5276
23.3633	30.5276
349.975	0.615797
349.976	0.615847
349.976	0.615853
31.7235	15.2947
31.7235	15.2947
110.105	-31.4259
215.682	53.4239
214.108	52.3312
36.0306	-4.20891
36.0306	-4.20891
36.0306	-4.20893
36.032	-4.23916
188.704	-64.5609
213.85	52.1378
214.109	52.335
161.176	-59.5728
350.983	16.7973
61.2795	-41.0083
322.162	70.5561
322.162	70.5561
23.5271	30.5074
23.5271	30.5074
23.5271	30.5074
23.527	30.5074
17.2119	13.3086
160.992	-59.5459
160.992	-59.5459
160.992	-59.5459
160.992	-59.5459
13.1052	56.5632
13.1051	56.5632
23.5291	30.5052
79.1597	6.4448
187.715	12.4004
187.715	12.4004
187.715	12.4004
63.2293	10.3435
63.2293	10.3436
209.251	-64.4891
140.69	-39.991
140.69	-39.9911
63.2293	10.3435
140.69	-39.991
186.129	7.33509
260.101	35.5956
23.2842	30.6696
57.6569	-38.0739
160.993	-59.5465
160.993	-59.5465
293.059	10.9944
63.2256	10.6046
63.2279	10.5963
63.2279	10.5964
63.2285	10.3386
63.2285	10.3386
214.11	52.3351
214.11	52.3351
214.11	52.335
214.109	52.3355
146.918	-30.951
45.2995	-0.555883
194.684	-1.72581
110.109	-31.4286
110.109	-31.4285
110.109	-31.4285
66.7706	26.095
66.767	26.0954
304.156	-70.7953
121.595	15.4539
67.2526	-53.8536
110.108	-31.4336
324.089	-54.5277
83.6449	10.1164
301.811	27.4774
328.702	16.8892
328.703	16.8891
328.703	16.8891
81.2595	-69.6437
175.917	71.6885
175.917	71.6885
84.6833	-69.1046
84.6815	-69.1049
146.91	7.4163
81.2595	-69.6437
209.336	62.5992
308.108	40.956
189.786	-45.5621
85.0441	-69.3339
85.0441	-69.3339
246.653	-51.939
267.232	-32.9098
267.806	-20.2004
271.173	-14.9429
233.977	-57.8471
53.7667	-24.9455
293.682	30.4962
13.1483	-72.3527
267.557	-6.70684
166.705	72.5682
166.705	72.5681
10.6867	41.2731
10.6797	41.2713
10.6804	41.2664
10.6885	41.2661
237.726	-54.3116
114.467	-30.6654
197.887	-1.28919
250.425	36.4616
267.555	-6.70306
267.554	-6.70315
267.552	-6.70476
209.269	19.319
209.269	19.319
230.439	52.371
230.439	52.371
321.819	-13.4283
321.903	-13.4168
321.986	-13.4045
322.07	-13.3913
322.153	-13.3776
322.235	-13.3634
322.318	-13.3484
322.4	-13.3328
322.482	-13.3169
322.563	-13.3003
322.644	-13.2831
180.024	-78.195
180.024	-78.195
263.25	43.7729
263.24	43.7821
49.4082	-44.4068
49.4011	-44.4049
201.033	13.9663
180.013	-78.1943
13.3822	-72.4422
8.96324	-43.6146
351.323	-12.1052
359.445	5.27996
359.576	5.19938
359.703	5.12041
359.827	5.04368
359.948	4.96837
293.406	24.6126
256.433	-36.4243
281.594	-2.96189
281.594	-2.96189
281.594	-2.96188
350.983	16.7973
161.176	-59.5728
161.176	-59.5728
241.044	43.3759
23.533	30.5137
265.923	-29.6284
265.923	-29.6285
162.526	-59.8885
187.706	12.3916
187.706	12.392
187.706	12.3929
187.699	12.3904
187.704	12.3868
187.705	12.3867
187.706	12.3873
351.859	-2.05297
36.6356	62.0047
265.019	68.9887
194.046	-5.78456
194.047	-5.7941
343.49	16.1462
343.486	16.1501
187.28	2.05317
187.279	2.04764
262.668	-21.5125
338.836	-25.9409
338.836	-25.9409
40.4818	59.6087
210.244	2.84385
262.989	-33.8356
28.249	-13.7181
200.574	-16.7138
44.5981	-52.6908
219.096	35.0882
218.663	35.0863
218.233	35.087
217.804	35.0888
217.374	35.0898
216.946	35.0883
216.512	35.0874
219.096	34.2729
218.665	34.2731
218.236	34.273
217.805	34.2735
217.375	34.2737
216.942	34.2732
216.516	34.2737
267.555	-6.71257
267.554	-6.71257
275.387	-16.203
117.65	-15.7915
167.861	-67.3957
7.26137	59.574
244.861	-28.156
252.502	-33.1191
265.753	-36.3762
282.269	-0.0213942
292.688	5.50109
336.464	65.5931
359.752	-55.4592
23.5561	30.8012
267.554	-6.71255
338.856	-25.972
253.892	-21.9146
170.525	4.3106
83.8218	-5.40212
83.8228	-5.38962
83.8293	-5.38129
83.8267	-5.36919
83.8173	-5.35662
83.8127	-5.35044
313.945	-17.1109
189.006	-39.8656
339.664	75.1919
83.0038	-0.294839
86.7706	0.369944
60.9533	26.1803
68.4743	26.228
277.849	-2.0996
112.293	20.9162
241.767	-53.0566
153.826	-57.8613
258.809	-40.3281
314.261	77.5959
308.949	41.3869
278.939	32.9575
289.288	5.13672
225.279	22.8336
50.5251	47.5639
168.329	-45.3972
219.891	-60.8381
219.886	-60.8378
219.883	-60.8296
165.463	-34.7078
165.462	-34.7067
165.462	-34.7067
165.462	-34.7067
296.192	50.5252
81.8682	-12.6987
243.45	-57.5752
157.018	48.785
45.3302	60.4996
309.745	42.3104
161.256	-59.683
245.891	-26.5496
245.895	-26.5502
28.7047	21.3082
193.104	-29.253
193.104	-29.253
193.104	-29.253
193.104	-29.253
138.002	-64.8699
182.17	35.8375
212.823	48.2116
9.31813	-72.2406
267.556	-6.7127
246.806	-26.0482
140.233	-77.3059
265.191	-53.6806
265.194	-53.6739
274.462	-30.4467
141.074	-31.699
259.6	-40.4877
259.603	-40.497
8.48768	61.442
268.547	-27.9206
268.088	-26.9653
247.32	-46.1029
252.025	-45.2047
269.94	-22.0195
282.073	-3.16812
70.1553	50.4598
93.9697	14.2643
104.317	-8.32824
16.7029	59.6744
62.7852	51.1684
69.2025	50.8822
277.437	-9.84685
277.432	-9.8466
277.43	-9.86574
288.798	10.941
195.699	-63.8406
195.698	-63.8406
195.695	-63.8405
195.692	-63.8397
279.852	-5.79776
259.817	-28.2965
266.817	-28.1844
299.583	35.3632
191.896	-60.6508
267.272	-27.546
281.257	-4.56083
243.65	-22.5041
170.307	-60.6255
252.511	-49.9639
255.248	-46.1895
255.248	-46.1898
255.239	-46.1822
255.249	-46.1826
255.245	-46.1905
278.122	-7.91112
152.508	-56.9388
91.854	22.1118
266.121	-27.7269
276.443	-10.5345
175.907	-61.146
5.91135	61.6896
135.681	-48.199
265.173	-28.2312
172.758	-62.9401
276.502	-7.10775
283.489	7.48473
262.144	-29.3458
222.953	-55.6781
260.016	-31.3188
24.0551	66.1913
274.82	-25.6739
263.309	-24.1269
259.354	-40.7655
262.154	-29.5231
257.552	-28.1143
266.032	-23.1261
268.199	-28.0038
271.404	-29.525
272.102	-23.1593
258.14	-37.6469
263.28	-24.1163
279.503	-6.92796
280.498	-5.35988
170.437	-59.8638
266.418	-29.0033
266.414	-29
266.416	-28.9997
266.421	-29.015
266.419	-29.0154
266.419	-29.0156
275.345	-13.2792
267.683	-28.9089
273.2	-23.0035
147.23	-13.1957
95.3873	-62.3741
95.3771	-62.375
95.3712	-62.3727
119.662	32.865
339.965	-40.151
17.0332	-14.5317
195.011	12.6775
281.236	-2.92008
281.223	-2.91924
281.21	-2.92506
281.213	-2.97344
281.226	-2.97718
281.234	-2.97642
287.447	-37.7325
298.611	31.4895
241.329	32.8171
83.6313	22.013
83.8619	-69.276
83.8619	-69.276
83.8533	-69.2742
250.187	-46.5201
98.4778	17.8016
286.805	9.32149
272.461	-19.7267
305.269	36.8554
50.4192	16.8639
62.7481	-31.4188
325.596	12.5011
171.875	56.8821
10.3571	25.5003
207.616	68.5534
197.197	21.4446
272.167	-20.4151
274.721	-16.0051
274.716	-16.043
286.694	7.76534
244.405	-51.0444
83.8793	-69.2902
83.8764	-69.2904
132.005	-43.2692
268.503	-30.1909
276.501	-14.458
287.748	0.608973
279.837	-6.03618
77.3322	-67.529
83.8671	-69.2718
83.8531	-69.2702
133.339	-47.3307
6.34192	64.142
214.665	-60.9781
276.525	-12.9517
221.269	-62.3446
177.357	51.8181
274.888	-14.9649
266.124	-11.5866
162.547	-59.8896
162.546	-59.8905
162.545	-59.8915
26.6019	61.7496
282.001	-12.7913
127.915	52.7538
303.214	-56.8395
67.7675	-61.4207
55.7723	-53.6125
230.599	27.6762
258.093	64.0826
194.704	-1.7425
239.565	27.2788
255.633	34.055
116.901	-19.3279
227.523	33.5364
178.792	23.3841
168.188	13.4395
248.89	66.2331
137.336	10.9901
127.732	65.8772
197.904	-1.32037
130.76	29.4864
73.5386	2.88274
154.231	39.0749
24.4099	-12.9568
148.176	51.8522
219.611	3.70215
235.217	66.2779
224.325	22.3774
203.132	50.519
152.673	-12.6553
3.6226	-30.392
223.3	58.0681
209.938	62.4818
39.9743	-1.61635
132.554	36.1023
6.63255	17.129
260.045	35.5756
52.4323	-2.2326
245.371	38.1343
197.789	-3.15784
214.497	25.1323
129.708	-48.4233
147.949	-62.3942
223.872	-37.6195
323.794	47.6837
358.321	58.7917
228.842	55.5131
51.3179	0.565093
152.786	0.481086
177.91	0.82482
209.362	65.4157
221.279	59.6186
255.686	60.468
261.992	54.359
350.492	0.129501
332.321	-47.1625
165.326	-12.1693
182.289	-12.3734
25.9902	2.34802
14.0942	0.540253
20.133	-0.918922
23.5647	0.24083
27.3821	-0.797481
29.3163	-0.882188
114.439	40.3631
140.47	51.9015
159.964	64.5032
187.189	0.843037
221.674	1.22149
229.295	3.52046
169.57	7.77122
306.543	-45.6027
174.517	3.2501
169.1	-6.96062
69.5623	-12.2895
29.1033	73.263
29.695	24.9128
67.437	3.66364
126.93	21.4993
322.371	27.3401
358.944	31.8862
60.7126	1.94864
219.185	35.1028
218.702	33.0459
218.918	33.6964
218.842	34.0696
216.413	35.3187
216.686	35.3202
217.357	35.5596
175.474	2.32403
183.096	53.6875
142.139	18.8078
49.3031	-7.9851
187.886	1.63249
215.262	34.5623
203.956	35.556
195.566	0.513513
172.967	-12.5321
172.967	-12.5318
172.967	-12.5326
172.966	-12.5278
172.968	-12.5366
172.967	-12.5369
172.966	-12.5372
172.966	-12.5373
172.965	-12.5374
172.965	-12.5374
164.576	19.8655
164.576	19.8655
201.337	-43.0393
201.474	-42.9961
201.474	-42.9961
201.453	-42.9692
24.7182	-10.4488
71.7134	-48.5601
96.8431	-47.1841
111.909	-2.91488
136.047	-36.45
138.415	-10.3258
151.526	-33.8868
155	8.23094
198.779	-55.1545
198.905	62.1226
200.143	34.1428
224.255	24.6171
249.568	-68.4447
258.577	53.1778
278.167	-34.1874
288.625	-21.3149
299.149	11.3128
314.347	17.1213
317.867	58.3844
342.423	-48.8475
342.952	-17.8698
350.266	-69.2198
21.4621	-1.34241
258.703	60.1724
259.68	60.0304
258.876	59.6447
257.996	58.7648
260.937	59.3998
182.63	39.4036
182.639	39.4016
159.101	12.7085
233.789	16.5496
186.459	27.5585
185.421	11.5082
152.034	51.8399
62.7425	-56.4831
186.625	8.87709
85.4537	-64.3039
73.2131	-59.7378
186.699	8.88562
51.1968	-21.3361
180.348	13.3962
352.179	-41.3289
11.9426	-11.4666
187.747	8.08232
51.9947	-37.1547
49.9582	-26.0617
349.039	-42.5852
54.8736	-18.6863
50.7795	-21.3796
150.219	55.6206
191.274	3.05097
185.482	30.076
322.496	2.40972
179.328	49.2858
177.667	55.35
26.926	-52.7665
189.233	14.2216
191.942	4.34071
195.161	2.49705
38.8817	-7.15254
178.21	44.1248
184.707	14.4214
186.482	18.2188
191.939	13.7581
176.773	-16.8514
353.001	0.283818
353.002	0.284806
335.965	-2.16527
129.342	58.4192
190.535	37.3352
268.58	67.626
215.283	-6.73714
217.592	42.0778
213.991	13.3432
249.882	53.7831
328.854	8.78088
313.008	-57.064
184.758	47.3047
184.758	47.3056
320.933	25.0659
201.379	65.2494
156.944	0.535087
36.9307	28.228
203.6	47.84
260.116	-0.984402
79.2196	79.6714
133.125	-69.0377
220.249	-37.0797
293.084	-3.99738
70.5609	-20.4368
250.063	46.6738
180.493	58.0005
222.132	-55.6099
349.918	42.8501
349.641	42.9581
135.161	20.9199
197.934	22.0358
225.355	42.3417
69.287	0.723731
195.931	-24.226
146.859	76.3711
252.148	60.2935
194.288	47.6132
206.427	-5.47495
4.13753	-27.0942
333.119	-25.3276
48.622	-34.1616
155.791	36.0718
157.571	43.168
160.077	44.8433
159.342	46.8462
163.213	45.8134
5.96235	4.38202
3.617	-30.3898
300.848	-23.4471
130.302	32.4372
14.0732	-1.24007
333.993	-17.6141
330.516	-59.9488
28.1912	36.1518
194.388	-17.3492
226.594	1.60092
338.968	33.9799
125.098	21.0915
125.383	20.825
125.098	20.8252
125.098	21.3574
124.812	21.0912
124.813	20.8249
124.812	21.341
125.666	21.0424
125.385	21.0753
124.71	21.7166
124.499	20.8364
124.825	20.5513
125.821	21.3901
189.253	63.1843
54.6886	9.93042
248.162	5.59609
125.384	21.3574
217.158	35.5728
217.232	35.1634
217.016	34.4082
216.559	34.185
218.494	33.4735
218.628	33.1432
216.802	32.773
150.508	2.36873
150.387	2.42548
150.262	2.47101
150.011	2.56217
149.885	2.60798
150.463	2.24344
150.338	2.28903
150.091	2.39145
149.962	2.4257
149.84	2.4827
150.418	2.11821
150.17	2.22046
150.045	2.26612
149.92	2.31154
149.794	2.3571
150.372	1.99282
150.247	2.03839
150.125	2.09502
149.999	2.14059
149.874	2.18613
149.749	2.23164
150.326	1.86759
150.201	1.91313
150.076	1.9587
149.951	2.00426
149.825	2.04981
149.7	2.09539
150.28	1.7423
150.156	1.78788
150.03	1.83344
149.905	1.87901
149.78	1.92456
149.654	1.97012
196.327	11.6603
203.919	7.17394
196.377	11.652
203.963	7.13563
255.229	64.1907
255.229	64.1908
334.403	0.259194
334.403	0.259194
334.405	0.260661
187.014	9.80832
193.075	11.3179
184.937	12.8026
186.229	11.7086
189.219	7.24419
186.917	13.0833
191.13	11.1942
189.101	10.389
185.894	16.7269
190.695	11.4463
187.57	12.3334
189.374	9.55318
184.875	14.8824
188.875	12.2251
190.382	7.31349
187.47	14.0726
186.308	15.6114
188.523	11.3257
186.298	14.7663
186.421	12.8149
187.494	12.3529
188.906	12.2683
187.237	13.2459
186.901	8.15853
187.667	9.0199
190.541	7.67443
187.737	12.2757
187.178	11.7601
188.268	16.2697
187.574	13.5822
187.541	10.7839
186.018	11.2227
188.057	10.2558
191.81	10.2018
190.312	11.3909
182.339	13.9911
185.678	8.20274
190.533	11.7581
186.975	8.08801
183.798	14.4318
187.831	14.1188
187.06	11.7941
190.241	11.1887
185.578	14.7646
188.095	11.2671
188.462	13.3267
189.226	12.5243
190.08	15.9393
185.2	17.4906
182.785	14.2787
184.138	13.0354
185.669	7.95456
182.596	10.193
188.303	9.40135
189.77	14.7358
190.463	9.40089
188.33	12.8576
188.545	12.053
187.374	7.99727
187.049	10.3018
190.739	10.6861
188.903	12.386
188.136	15.4193
184.329	11.9473
191.832	12.1646
191.047	12.9456
186.197	18.1944
190.053	12.8786
185.561	7.17172
190.411	12.2519
187.392	8.05641
189.526	10.0865
188.526	12.7456
187.345	12.4546
190.044	9.90031
188.392	11.266
188.305	10.9329
359.787	-30.6302
150.137	2.51606
150.213	2.33458
