ra	dc
346.365	9.24719
346.295	9.28652
346.226	9.32449
346.148	9.36902
346.078	9.40698
166.7	72.5665
346.889	-22.6597
187.208	75.4066
186.905	75.4282
265.976	-29.7547
283.008	-1.48472
10.6616	40.883
271.863	45.855
301.896	17.7038
301.896	17.7024
301.897	17.7011
301.891	17.704
301.891	17.7015
301.893	17.6983
301.897	17.6952
81.502	-66.067
49.5037	-44.2197
329.779	-13.1284
132.871	18.5353
333.648	-51.7514
197.4	-61.3363
64.5839	28.5187
57.6052	17.2419
290.914	14.5222
109.678	-24.9596
109.674	-24.9584
343.256	16.8502
343.255	16.8497
343.255	16.8497
343.255	16.8497
343.254	16.8494
343.254	16.849
343.253	16.8485
343.252	16.8476
274.773	-20.8743
311.94	-36.5956
86.8278	-51.0585
259.351	-66.9513
86.5545	-0.165886
100.245	9.57063
5.17534	-69.6263
212.219	-43.4668
227.056	-40.5817
277.853	-62.2789
114.332	-9.65529
244.29	-51.9917
10.899	-17.991
83.7743	-5.68009
83.8304	-4.80413
100.199	9.84542
9.0215	18.4091
226.999	-16.4076
102.273	-4.56858
68.9796	16.505
213.911	19.1805
134.836	-47.5039
74.5659	-75.2769
354.387	46.4618
309.357	75.5985
84.6904	-2.59819
282.455	-23.8461
65.4861	15.4915
69.9697	26.0513
143.62	69.8325
11.7757	-11.8827
270.608	-22.9558
83.8218	-5.39297
83.8181	-5.39409
250.329	-48.7609
154.9	19.8718
249.286	-10.5764
308.3	41.315
260.002	-35.9395
260.223	-35.7887
191.944	-59.6821
204.897	-67.3712
212.983	-51.438
256.412	-10.1337
6.9271	5.0519
266.305	-17.9553
248.092	-24.4797
294.61	30.4456
265.194	-53.6633
265.195	-53.6637
32.4656	-63.3125
271.959	5.87091
234.937	-52.3418
229.638	2.04321
255.32	-30.0759
261.908	-5.10619
325.095	-23.1947
123.109	62.5976
290.774	4.95195
276.133	-24.8904
276.138	-24.89
276.133	-24.8904
188.958	27.9169
265.064	-30.9664
255.522	-29.9549
282.072	-2.42931
282.073	-2.42942
282.072	-2.42933
282.071	-2.42869
247.02	-49.1923
241.442	25.8721
258.583	-34.0399
265.687	-30.5053
265.687	-30.5048
267.518	-32.4405
252.488	-49.9866
252.479	-49.9831
254.452	35.3407
254.458	35.3446
254.458	35.3447
254.457	35.3447
149.463	69.0673
187.702	12.3824
273.628	-17.1668
320.812	-5.8076
263.01	-24.7551
265.98	-29.7413
270.303	-25.7395
270.304	-25.7397
270.301	-25.7476
270.3	-25.747
276.56	-14.8461
252.513	-49.9188
11.2053	33.0124
186.669	-62.7624
186.771	-62.7669
6.07523	-72.0825
6.07516	-72.0827
6.07491	-72.0833
6.07322	-72.0855
277.366	-23.7956
299.602	35.202
299.602	35.2025
299.592	35.2113
263.013	-24.7362
266.986	-26.554
283.272	-8.68459
262.991	-33.8362
254.46	35.3429
270.303	-25.7337
169.545	48.0465
267.55	-37.0617
165.681	-60.9097
278.393	-10.5732
31.415	64.8196
257.194	-40.1564
16.3236	-72.3701
244.407	-51.0318
154.511	21.8142
76.5252	-68.0357
249.876	-47.8457
279.068	59.4332
110.114	-31.4262
110.114	-31.4262
110.114	-31.4261
110.114	-31.426
211.138	54.3971
166.297	-61.1172
99.1963	18.6424
167.979	-60.661
84.4415	-69.1628
230.819	-57.1148
259.518	-37.4295
282.347	-0.968783
337.304	61.2307
65.025	-50.379
121.598	-41.3799
197.196	21.4502
241.333	32.8235
214.986	-60.808
214.867	-60.8637
214.636	-60.9548
121.601	15.4673
84.6023	28.274
276.133	-24.8743
83.642	22.1954
182.512	-52.4323
104.956	14.2471
104.957	14.247
22.1273	63.1132
81.7003	42.9515
207.618	-62.1003
220.699	-62.4734
293.335	18.9746
294.6	17.2876
313.062	55.3374
313.342	43.4504
359.812	62.4505
162.513	-59.8869
286.82	9.31935
128.859	-45.1525
128.86	-45.1526
128.863	-45.1542
128.867	-45.1571
128.874	-45.1641
128.877	-45.1793
128.845	-45.2051
128.796	-45.1712
313.662	32.2744
314.044	31.922
46.3647	3.83323
228.775	-19.4109
209.477	-31.393
305.045	40.653
305.355	40.8127
270.102	-23.4321
86.7519	-69.6868
276.554	-13.5895
83.894	-69.2708
83.8409	-69.2731
169.781	-61.4803
266.812	-29.9874
226.659	55.7629
21.3753	1.77915
20.9141	33.2362
186.943	13.018
188.923	26.5326
210.848	-41.385
10.1098	40.6746
10.1082	40.6666
10.1141	40.6662
10.1159	40.6739
10.5303	40.9253
10.5288	40.9182
10.5348	40.9174
10.5363	40.9252
10.6394	40.9564
10.7723	41.2927
10.7747	41.2797
10.7908	41.3121
10.7934	41.3212
10.4754	40.9508
11.1641	41.3592
10.5352	40.9325
10.4756	40.9423
10.6826	41.7251
10.6809	41.2656
10.6862	41.265
10.6886	41.2723
11.0259	41.7254
11.0253	41.7176
11.0289	41.7166
11.033	41.7252
11.3306	41.8339
11.3295	41.8271
11.1172	41.9365
11.3368	41.8336
51.581	-21.2979
56.5016	68.0769
56.4793	68.0919
170.149	13.5679
170.152	13.5657
182.336	29.9367
182.337	29.9225
187.981	14.4523
113.728	-69.2634
21.1564	3.75877
296.233	-14.8057
156.826	28.5165
187.242	13.9714
189.978	10.168
224.857	-16.6846
233.637	15.1964
319.631	26.4391
58.6661	-20.5115
148.973	69.6702
161.929	13.9919
49.5984	-66.5409
56.5238	68.1395
114.099	65.5937
148.879	69.0134
159.683	53.5116
223.488	3.55459
195.28	27.8315
54.7168	-35.6024
266.42	-29.0041
12.3545	-72.7397
12.3781	-73.2812
13.2683	-72.7051
13.2977	-72.4416
14.1922	-72.303
200.489	-36.6399
49.6441	-66.5188
266.419	-29.0034
266.419	-29.0035
266.419	-29.0036
266.419	-29.0037
178.482	-23.1723
345.813	8.87476
328.758	-9.38316
328.758	-9.38307
271.687	69.8195
331.073	4.67701
135.699	16.6757
176.652	30.2381
205.7	49.7297
241.435	44.0995
347.948	16.7631
343.526	-17.5864
347.681	-43.7846
298.07	2.49889
64.2204	1.08917
157.827	50.8955
194.047	-5.79142
189.409	14.6173
190.772	15.8523
191.458	1.07766
199.304	0.995719
192.637	25.5308
343.522	-17.5827
201.358	-43.021
127.91	52.7501
335.189	-24.6873
334.441	2.33492
186.608	9.01755
186.451	12.6422
176.361	31.5583
75.3064	-1.97832
2.19218	19.3945
4.03888	32.1615
47.8446	4.1109
146.709	66.1922
149.681	7.66573
204.709	22.3034
226.826	56.0664
234.949	43.2066
335.663	23.1226
339.453	18.6189
9.82237	-51.2754
189.2	45.6461
189.201	45.6462
189.416	26.7162
190.539	33.2754
190.539	33.2755
194.704	23.9278
194.704	23.9278
208.594	32.9296
208.595	32.9295
228.858	55.5081
246.239	75.9059
192.088	8.4805
4.08007	79.28
38.6597	-8.78783
318.712	6.12147
76.9377	-37.5161
170.842	1.63735
138.517	40.1046
68.294	5.35407
338.944	-26.0521
5.36754	-2.06805
23.5904	33.1225
35.2753	37.3366
35.6338	15.0983
42.8667	34.2353
122.213	52.2629
123.373	25.7439
175.722	26.9069
181.341	-7.71677
240.83	7.34433
339.59	-2.75557
350.522	19.7461
31.716	12.2638
37.9107	-7.473
46.8559	-49.7565
119.065	41.0637
119.223	45.0583
138.302	59.3185
145.297	59.7982
147.95	59.7588
155.903	63.5904
264.422	58.4689
334.184	0.220459
180.48	-18.8685
180.478	-18.8675
180.469	-18.8853
180.474	-18.8862
180.468	-18.8842
214.5	25.1411
214.499	25.1348
127.713	24.1744
141.77	39.047
186.235	21.3854
199.955	51.8077
333.007	8.31169
182.626	39.4
107.32	74.8184
136.637	16.7786
188.542	47.9004
273.899	61.4436
29.6487	-24.9973
62.2242	-24.3085
127.727	19.2298
309.855	-25.2512
312.765	-27.061
208.266	69.3105
5.03485	21.5496
123.584	51.8024
128.228	18.3746
132.694	11.1533
134.347	9.05437
159.879	39.8812
168.463	40.2988
181.266	35.3595
187.905	47.8387
188.257	47.425
190.015	47.6635
193.595	26.3446
214.403	26.7998
214.952	47.1476
216.157	42.1673
276.178	65.164
294.86	70.1391
324.518	13.6734
327.128	4.69655
343.414	29.9626
295.093	60.6851
187.707	12.4038
187.71	12.4029
187.691	12.3926
187.697	12.3815
187.699	12.3803
182.631	39.3968
79.8615	-45.7664
23.649	-9.50823
112.288	33.601
114.58	27.8369
136.713	49.8671
153.12	28.4164
159.133	28.465
24.4279	33.1511
116.071	37.8785
145.903	-8.335
176.544	-24.7917
192.105	-19.9802
193.127	56.5736
202.663	25.1612
214.787	6.48573
224.792	71.6813
277.812	29.1098
322.636	5.0284
32.7017	-51.0249
37.9412	13.3722
64.0165	-20.9509
117.151	23.9966
134.404	-77.3341
136.206	-57.5931
140.686	-40.001
158.285	-36.042
162.167	-41.2415
176.914	-67.8991
181.396	-26.5605
195.261	-32.4335
206.704	-60.4182
216.988	-42.1151
254.53	7.69797
255.713	-77.6935
277.369	48.75
314.081	-47.242
316.27	-48.8097
343.496	16.1398
47.1129	4.10183
250.947	17.2558
216.408	35.6
94.6712	78.3595
94.6662	78.3603
94.6609	78.3608
94.6549	78.3609
94.6475	78.3606
94.6409	78.3598
168.659	32.6834
232.919	24.0788
142.24	-2.23521
178.941	-1.78626
185.024	-0.419542
233.432	-3.78063
88.046	-7.45778
180.791	44.5361
169.785	21.3172
17.8613	-38.093
345.813	8.87476
279.245	-59.4039
165.846	18.1368
187.252	3.57836
20.3609	3.77567
23.4212	4.00714
32.4381	5.27761
47.8175	-17.3711
141.643	30.9119
148.783	59.6688
149.438	33.1492
201.555	7.74136
206.916	49.9387
220.904	58.9428
186.744	33.5743
36.1578	-0.0554347
230.616	27.6928
15.4566	-21.8176
104.545	-55.9348
149.572	-11.0963
64.8947	2.34335
64.9403	2.3688
85.0484	-40.8695
85.0283	-40.8045
301.885	-48.3768
302.468	-48.3511
354.139	21.1284
223.648	18.6556
120.243	36.0776
148.221	51.9032
101.931	70.2851
116.224	39.4948
126.324	61.9891
322.373	-7.72595
258.112	-23.3903
55.7289	-53.6358
90.5753	-39.9918
18.7269	0.416536
18.815	0.275684
149.53	-11.0829
73.7335	-18.0811
211.679	34.2106
102.721	41.5178
49.9452	41.5309
350.987	16.7662
240.53	15.9647
194.029	25.9624
202.89	11.1498
238.03	20.229
150.105	-19.685
202.376	11.772
167.548	-37.5525
267.923	23.096
18.2661	15.4955
193.641	-12.5827
9.9512	-35.4732
171.185	38.7621
205.145	40.2746
260.049	26.588
198.843	-16.4044
114.868	70.3944
143.409	34.0496
27.1045	38.8804
246.302	15.7757
44.4708	13.026
290.284	43.9419
185.788	10.6573
13.9395	26.4124
181.128	1.92864
170.039	-12.0373
122.277	20.3855
49.5659	41.8596
236.224	36.1104
214.215	53.1209
214.826	53.4501
245.062	29.4996
70.6065	2.00194
162.621	-12.8041
196.818	46.5515
260.037	27.6146
261.73	85.8987
330.211	20.9065
354.396	0.326078
6.92207	26.3252
9.24438	9.19976
6.4021	-12.4145
167.248	9.13355
168.751	53.3231
245.383	38.1395
276.06	43.13
17.893	8.89196
52.4525	-2.20935
197.774	-3.1445
333.75	-14.04
340.847	-9.62673
2.94823	-15.4221
8.86517	-20.2994
11.8605	-8.18765
28.1614	-28.8591
29.9752	-8.80085
40.6573	-21.5776
44.4641	-22.1584
47.2461	26.7244
61.142	11.1052
64.3933	-11.9469
67.4095	-2.92188
80.1874	-13.5157
86.7801	-39.0416
147.481	17.1538
168.984	1.53137
172.959	-19.9626
181.567	-8.76698
200.104	70.0625
216.904	-25.3873
260.101	35.5789
262.94	22.835
292.961	-26.6136
312.484	-32.3179
332.949	-3.86617
337.171	20.5953
337.455	-27.9618
341.278	26.5975
347.853	3.6456
110.373	55.7971
219.609	3.61106
201.633	29.0266
189.215	62.2175
189.154	62.2449
146.526	-14.0528
146.641	-14.1074
207.098	-30.4337
208.979	18.2345
212.991	-3.12074
246.73	55.2275
279.054	-65.1258
330.752	-32.0672
345.625	8.62306
345.647	8.94278
214.429	52.4737
26.4565	-4.53543
26.2596	-4.63846
10.9438	0.919425
14.6836	30.3202
25.0353	6.45867
26.2268	-3.7649
26.5597	-3.90544
53.8193	-15.1083
53.9304	-36.1553
70.0002	-45.5782
129.062	55.6561
129.155	55.5044
131.218	50.0844
158.781	39.6314
166.755	-11.837
168.834	53.1365
184.662	5.76298
187.712	14.5476
187.885	14.3718
190.95	13.0824
201.471	-39.3449
208.496	33.7669
211.531	22.5416
211.551	22.4645
216.301	23.0473
225.044	33.41
227.956	57.0359
227.926	7.97357
228.031	57.1277
232.967	24.2363
232.987	24.3298
233.088	24.026
233.13	24.2472
236.319	48.9133
244.279	35.1015
244.556	34.9935
300.697	-33.0138
158.335	57.9209
158.184	57.771
158.018	57.6211
158.501	57.4711
158.651	57.9209
158.81	57.7709
8.38194	-21.6606
17.4674	-12.8779
166.802	-18.668
199.631	32.9834
209.138	77.4085
256.44	-36.4139
75.0572	-70.1919
80.5942	-67.9058
157.619	5.42294
196.539	3.94929
129.192	0.911708
267.217	-20.3691
68.4121	-13.2503
64.5707	28.5098
64.6441	28.3798
175.941	46.3659
284.147	-37.9143
284.147	-37.9143
284.147	-37.9143
214.5	25.1412
6.07515	-72.0826
6.07498	-72.083
6.0748	-72.0835
6.07299	-72.0854
189.215	62.2175
189.215	62.2178
189.154	62.2449
189.154	62.2449
266.42	-29.0041
266.42	-29.0041
204.167	-33.9571
63.6637	5.58601
284.147	-37.9144
252.507	-49.9634
252.507	-49.9637
85.8956	-68.3684
161.689	-49.4105
49.9478	41.52
121.093	12.4044
120.967	12.5842
299.595	35.176
189.215	62.2175
189.154	62.2449
161.701	-49.4122
310.883	77.2789
310.898	77.2794
333.511	-51.8134
333.38	-51.8704
333.247	-51.9264
88.046	-7.45778
88.046	-7.45778
63.6596	5.5695
169.545	48.0465
173.437	-70.1984
180.158	-78.1936
80.2602	-25.3714
186.674	-62.7644
234.968	-52.2388
123.774	36.7567
123.774	36.7551
46.356	3.80351
211.679	34.2107
352.658	54.9387
237.754	-56.4683
286.813	9.3314
90.5753	-39.9918
279.245	-59.4039
350.046	55.8064
52.7961	43.905
52.7961	43.9047
324.85	-42.5796
240.418	43.2818
242.325	65.5218
257.379	-26.6482
257.379	-26.6482
257.379	-26.6482
143.62	69.8325
157.827	50.8955
257.379	-26.6482
243.003	-83.6629
123.109	62.5976
182.626	39.4
287.214	9.42104
216.407	35.5956
267.817	-30.6205
287.839	0.652011
287.83	0.654409
287.81	0.655415
287.766	0.634197
287.746	0.589328
287.757	0.546622
287.766	0.535765
311.94	-36.5956
257.379	-26.6475
332.349	-65.2844
332.36	-65.2829
344.375	-41.0309
344.377	-41.0306
83.821	-5.3944
285.481	-36.9589
156.002	-57.7549
344.206	62.6655
78.4748	-69.8642
248.094	-67.4643
244.977	-15.6438
257.463	-26.6147
258.582	-34.0454
267.06	-36.1288
269.665	-33.8115
117.138	-67.7453
272.694	-19.0877
227.37	-58.84
244.449	-50.9267
244.554	-50.9726
244.463	-51.1513
244.336	-51.1506
298.245	32.8823
266.421	-29.0105
49.4907	-66.5786
49.4903	-66.5764
38.8588	-9.33197
68.9698	2.24271
53.4096	-36.1474
16.7405	32.1641
334.467	-59.6896
334.505	-59.6914
184.472	58.6624
194.045	-5.79379
111.323	37.0977
116.799	27.6604
129.928	51.204
139.607	6.62308
197.413	57.5434
201.303	11.4011
215.793	22.7039
233.967	57.9046
217.133	42.6731
156.961	-43.9115
182.738	9.91711
125.418	12.2996
153.072	-3.10984
250.478	39.9878
43.225	-1.27989
69.8877	-29.1048
72.0838	-20.501
22.9607	-13.5598
28.2011	0.964886
44.2837	-23.3807
52.45	-2.24329
69.7767	7.21985
101.966	70.3023
116.164	39.4897
127.623	65.8702
137.778	17.725
139.39	51.7492
177.392	22.4572
186.744	21.9209
203.849	40.9561
206.863	-11.788
216.523	37.7755
245.333	38.1143
322.372	-7.74393
219.751	35.7016
219.321	35.7016
218.891	35.7017
218.461	35.7017
218.031	35.7016
217.601	35.7016
217.171	35.7016
216.742	35.7017
216.312	35.7016
216.525	35.4979
216.955	35.498
217.384	35.4979
217.814	35.4979
218.244	35.4979
218.674	35.4978
219.104	35.4979
219.534	35.4979
219.321	35.2943
218.891	35.2942
218.461	35.2942
218.031	35.2943
217.601	35.2943
217.171	35.2942
216.742	35.2942
216.312	35.2943
216.525	35.0905
216.954	35.0905
217.384	35.0905
217.814	35.0906
218.244	35.0905
218.674	35.0905
219.104	35.0906
219.534	35.0906
219.321	34.8868
218.891	34.8868
218.461	34.8868
218.031	34.8868
217.601	34.8869
217.172	34.8868
216.742	34.8868
216.312	34.8869
216.525	34.6831
216.954	34.6832
217.384	34.6831
217.814	34.6831
218.244	34.6831
218.674	34.6831
219.104	34.6831
219.534	34.6831
219.321	34.4795
218.891	34.4794
218.461	34.4795
218.031	34.4795
217.601	34.4795
217.172	34.4794
216.742	34.4794
216.312	34.4794
216.525	34.2758
216.955	34.2758
217.384	34.2758
217.814	34.2757
218.244	34.2758
218.674	34.2759
219.104	34.2757
219.534	34.2757
142.339	-31.3635
266.42	-29.0041
198.843	-16.4044
266.42	-29.0041
265.989	-29.7419
265.977	-29.7549
237.754	-56.4846
228.775	-19.411
15.4566	-21.8176
290.914	14.5222
55.7289	-53.6358
187.702	12.3824
180.468	-18.8842
338.944	-26.0521
165.681	-60.9096
32.4658	-63.3124
354.386	46.4617
299.559	35.1981
83.9634	22.3584
132.936	18.5151
83.6404	22.0039
170.533	-24.7783
283.275	-50.1828
65.5297	19.2652
351.347	23.4049
65.4987	19.5391
269.086	-21.9601
221.521	15.1299
249.687	48.9247
258.659	14.3875
296.862	47.9121
84.6851	-2.5905
76.6901	-4.65977
129.683	-53.0863
189.969	-39.9918
228.285	-36.0877
228.326	-24.0048
83.821	-5.39441
161.269	-59.694
161.248	-59.6892
161.249	-59.679
161.255	-59.6927
161.255	-59.6764
97.9853	4.94038
105.903	-11.5701
29.4096	37.7735
84.0518	-1.20385
270.936	-24.3724
74.0001	30.567
65.4973	28.3009
225.951	47.6501
303.626	41.2283
181.901	-39.546
186.139	-18.7773
246.518	-24.3857
82.1966	-65.4504
303.157	38.4458
78.2376	-16.2043
115.566	-14.7234
309.302	75.5975
118.774	21.9999
212.281	-45.2859
274.055	49.87
288.613	24.9477
288.61	24.9413
30.2239	-9.40714
118.773	22.0063
285.242	-22.0979
285.289	-21.997
285.289	-22.0064
13.1867	-26.5881
259.282	43.127
272.017	-43.7132
270.819	-29.9641
106.027	-3.87913
121.945	21.2421
121.945	21.2422
149.462	69.0732
149.47	69.0545
149.498	69.0648
271.262	-27.6951
287.947	4.98394
256.574	-43.0445
259.7	-32.1816
286.332	9.04618
255.523	-29.9547
255.532	-29.9372
263.56	-26.0794
263.553	-26.0978
267.02	-24.7899
267.212	-20.3671
274.839	-25.4168
284.682	22.6635
267.603	-21.4321
266.567	-32.2353
266.566	-32.2355
266.563	-32.2342
266.563	-32.2323
237.734	-56.4841
306.004	33.8686
264.569	-27.0035
77.1926	-68.769
186.699	-62.8162
308.112	40.9576
11.4368	41.6655
299.591	35.2114
299.591	35.1994
125.041	70.6736
301.096	33.6417
271.272	-28.5882
170.094	-61.897
177.131	-62.1711
254.459	35.3497
254.459	35.346
194.409	-69.2875
276.336	-0.0198503
287.115	0.177981
201.63	-62.1382
272.684	-26.1596
16.0075	-72.0416
83.8914	-69.2738
83.8433	-69.2647
83.6332	22.0193
31.4303	64.8266
228.456	-59.1324
228.509	-59.1366
1.78248	73.0527
308.922	42.3856
6.33948	64.1372
226.048	-41.8942
290.615	14.0877
290.752	14.2458
290.877	14.079
162.039	-58.5277
287.434	5.02119
260.597	-36.2036
275.24	-14.3568
132.289	-45.6284
73.6466	-67.2357
83.0026	-71.0152
85.0122	-69.7385
87.6552	-68.341
276.461	-12.9987
237.133	-53.786
272.427	-19.3056
288.325	10.1896
154.079	-58.9734
305.083	40.4348
286.812	9.31276
128.825	-45.1712
128.825	-45.1712
286.815	9.33021
286.804	9.33045
286.81	9.31259
292.622	18.8737
62.7422	-31.4225
62.7387	-31.4079
76.3876	-67.8693
248.972	-47.5813
74.2715	45.457
75.9072	45.2799
96.9165	7.50809
97.5217	5.76572
98.3882	6.13866
99.8567	5.24343
225.423	-40.6302
227.086	-40.2841
229.935	-37.8739
293.127	34.8812
293.754	33.885
312.405	29.657
312.685	28.7868
281.219	-2.9437
281.219	-2.94395
281.218	-2.9447
281.218	-2.94659
281.218	-2.95077
281.221	-2.95551
281.225	-2.95753
312.763	45.357
314.735	44.8892
298.072	29.4159
305.283	36.8553
305.283	36.8553
104.95	14.2352
11.7865	-73.1577
69.8929	7.36912
69.8809	7.40899
12.6665	-73.3763
83.6355	-70.5333
272.873	-19.414
272.862	-19.4266
272.869	-19.4326
272.871	-19.4332
182.505	-52.4276
182.505	-52.4276
327.36	-27.7068
255.989	-22.5995
255.98	-22.6707
327.287	-27.713
173.751	-60.8978
188.526	7.71618
190.721	2.72362
283.766	-30.4828
202.451	-17.9705
221.233	1.95988
73.5606	-53.3519
11.8935	-25.2874
202.488	47.1775
202.434	58.3486
202.441	58.3494
202.447	58.3502
202.454	58.3513
202.46	58.3524
202.466	58.3538
202.484	58.3589
202.502	58.3664
202.518	58.3754
202.531	58.3858
202.541	58.399
325.681	-44.3878
76.0568	-66.4447
76.5521	-64.9258
344.317	-43.3912
23.4596	30.6644
55.0539	-35.6232
189.086	26.0218
170.264	53.1302
164.834	24.5494
5.10566	59.282
359.512	-32.567
350.018	8.15161
146.48	-14.3348
2.81269	14.7766
195.561	0.501479
218.461	2.4609
220.639	1.18907
253.49	40.8993
336.284	-0.243443
337.186	-7.95588
37.5205	-8.99387
201.358	-43.0211
196.545	3.9528
328.977	37.9979
214.218	10.798
100.779	-74.2443
66.4688	-8.56809
229.421	-24.3811
349.779	-42.1043
174.794	-13.8552
178.351	49.5095
187.713	12.4009
187.711	12.4025
187.708	12.4034
187.701	12.4035
187.693	12.3861
187.696	12.3823
187.698	12.3809
187.7	12.3798
216.16	26.6308
239.012	24.4567
244.421	34.9946
166.081	76.9624
186.429	24.9929
228.695	36.8303
173.136	53.0758
182.361	43.6884
183.068	13.1962
183.973	13.1403
187.115	17.0793
193.225	11.2231
193.376	2.17708
310.652	75.1361
17.5541	50.1792
23.6087	-15.8157
70.4493	-1.30712
301.968	59.6395
63.4175	11.1946
32.0897	10.9853
187.639	12.4976
189.118	11.4462
226.509	1.64155
25.7592	13.6333
40.4392	0.433402
151.651	-29.9369
179.618	43.9494
181.582	52.7066
185.99	16.7031
186.742	15.0542
188.538	2.66218
191.291	-0.452986
192.495	5.31925
192.551	72.8676
197.735	37.0495
218.018	57.9124
233.643	15.2003
244.134	68.1973
345.498	15.9729
241.243	38.1994
208.252	69.3065
194.056	56.8832
194.054	56.8828
194.05	56.882
20.1309	20.0674
62.3563	7.97296
65.1253	-20.7941
117.086	69.7938
144.692	0.961905
155.346	63.1986
160.166	59.5742
162.412	58.6296
171.954	24.5302
187.569	3.05719
190.961	-8.03854
199.275	-17.6464
207.66	-6.5291
214.711	68.0596
223.389	13.9055
226.78	-12.4121
227.913	5.30182
234.119	61.7688
268.741	67.8505
306.076	-57.4036
306.455	-49.9789
335.578	19.9955
9.82552	3.34057
204.562	4.53372
201.225	36.3831
230.863	28.6159
337.823	39.3556
43.509	14.964
129.602	25.7643
186.732	-0.868937
192.061	-3.32552
76.5954	-31.9581
262.084	-14.2668
53.5493	-16.1941
58.7743	-38.1858
64.9461	-57.2658
66.5521	-22.0429
116.953	44.5814
164.734	12.7692
170.05	-13.7673
226.722	52.3438
251.733	55.2364
334.194	-67.241
356.015	3.69751
44.9954	36.83
54.2009	-36.0007
220.595	-17.2619
331.753	10.2414
5.80249	-1.06123
6.99829	0.506088
29.2624	-0.145916
37.0031	1.03162
37.1929	0.941052
48.655	-1.13505
153.384	-0.855776
160.7	1.03777
183.629	0.956258
194.993	1.09087
197.847	0.572775
213.214	-0.555143
217.649	-0.116484
222.316	0.351112
222.856	-0.0333122
256.34	63.1253
354.741	0.876125
1.72325	-0.249841
12.7632	-1.05487
27.0483	0.0406628
32.1891	0.386427
29.21	0.875936
177.82	0.648772
5.36249	-8.64809
15.7084	-22.3561
29.9587	0.404262
58.6802	0.608762
63.0714	-28.5111
155.432	13.1243
180.607	-1.49605
182.444	-5.01277
183.436	2.80464
228.977	-20.1638
231.748	35.9666
242.922	-1.77635
260.84	-0.274654
354.762	36.3449
110.379	27.6949
112.44	49.8799
119.863	30.1662
125.076	36.661
126.153	40.9459
133.324	28.2403
140.943	31.1242
145.447	41.345
195.373	46.5629
206.172	55.0424
217.659	36.8229
243.936	47.1888
255.341	39.9142
31.1837	-5.08813
248.196	82.5328
15.134	-2.00315
106.594	39.0256
110.751	50.9211
115.995	51.8178
159.743	42.4705
165.6	22.6652
175.193	46.3763
186.945	32.2454
215.299	28.4194
247.245	40.1281
251.167	26.3223
46.4396	35.4132
198.571	36.8113
311.253	70.7431
45.0062	0.79883
175.294	-1.72733
333.797	-0.754538
166.098	38.192
166.113	38.2043
11.1	2.53974
147.728	56.242
150.972	47.6247
154.758	47.6304
159.52	47.5248
222.216	47.6304
14.4596	30.3442
47.1064	4.12019
266.552	62.4395
339.799	-17.35
180.791	44.5268
174.38	30.0039
181.498	44.4889
213.813	36.1768
200.961	-31.7313
202.545	-31.5866
202.911	-31.7848
203.396	-31.6198
54.2446	-35.4919
54.2848	-35.7308
54.3052	-35.2219
54.5419	-35.6959
54.6017	-35.426
54.6494	-35.1552
54.6769	-35.5453
54.8723	-35.7536
54.9311	-35.4833
54.9777	-35.2131
194.664	-1.78072
255.686	34.0407
14.0745	-1.24066
44.4317	6.03851
55.316	15.3789
66.4644	-8.55592
184.408	3.65211
194.857	-4.18767
201.734	-27.19
230.772	8.62508
356.935	-28.1583
175.983	19.9553
192.315	-41.289
192.215	-41.3943
224.263	22.2749
328.386	17.6825
258.843	57.4067
215.946	24.0576
70.7852	2.19177
115.421	74.2655
193.283	-29.4815
109.013	47.1595
109.435	37.764
183.971	-0.551133
328.077	-19.5858
206.856	-32.8704
109.164	37.334
132.919	33.5326
357.695	29.1475
239.79	65.2056
80.565	-48.3336
139.003	29.5301
162.425	-4.29745
163.538	-5.83066
163.803	-5.06543
210.51	-10.3254
210.547	-10.474
73.5698	2.89886
168.238	13.4535
130.738	36.4192
219.321	34.072
218.891	34.0721
218.461	34.072
218.031	34.0721
217.601	34.072
217.172	34.0721
216.742	34.0721
216.312	34.072
216.525	33.8684
216.954	33.8683
217.384	33.8684
217.814	33.8684
218.244	33.8684
218.674	33.8683
219.104	33.8683
219.534	33.8684
219.321	33.6647
218.891	33.6647
218.461	33.6647
218.031	33.6646
217.602	33.6647
217.172	33.6647
216.742	33.6647
216.312	33.6647
216.525	33.461
216.955	33.461
217.384	33.461
217.814	33.4609
218.244	33.461
218.674	33.461
219.104	33.4611
219.534	33.4609
218.891	33.2573
218.461	33.2573
218.031	33.2573
217.601	33.2573
217.172	33.2573
216.742	33.2574
216.312	33.2574
216.525	33.0535
216.955	33.0536
217.384	33.0536
217.814	33.0536
218.244	33.0535
218.674	33.0536
218.461	32.8499
218.031	32.8499
217.601	32.8498
217.172	32.8499
216.742	32.8499
216.312	32.8499
216.525	32.6462
216.955	32.6462
217.384	32.6461
217.814	32.6462
84.7656	-28.6336
85.0183	-28.7459
26.3071	-4.48836
26.4087	-4.68552
218.244	32.6462
218.031	32.4425
217.601	32.4425
217.172	32.4425
216.742	32.4425
216.312	32.4426
67.9179	-5.06543
64.2204	1.08917
274.84	-25.4168
49.9452	41.5309
214.429	52.4737
308.023	41.5089
294.61	30.4456
10.6832	41.2736
260.024	26.5907
201.658	29.0711
4.09178	79.2873
296.673	-19.6002
214.429	52.4737
249.286	-10.5764
237.746	-56.4669
79.8615	-45.7664
